,Full Name,state,Total
1541,Richard Wainwright,GA,12.106166
1542,Richard Waterman,RI,394.54
1543,Richard Whitehead,PA,162.6
1544,Richard Wootton,MD,185.33
1545,Rinaldo Johnson,MD,11142.68
1546,Robert Armistead,VA,259.14
1547,Robert Austin,SC,22.23
1548,Robert Bawick,NY,7.87
1549,Robert Bowie,MD,392.22
1550,Robert Bratton,VA,794.24
1551,Robert Brough,VA,66.92
1552,Robert Cottman,PA,3575.31
1553,Robert Crooke,RI,1670.99
1554,Robert Ely,CT,120.83
1555,Robert F Kimble,NY,18805.3
1556,Robert Finney,PA,93.56
1557,Robert Gilchrist,NY,9122.64
1558,Robert Greenhow,VA,405.48
1559,Robert Ham,NH,1302.23
1560,Robert Henderson,PA,307.47
1561,Robert Lithgow,SC,208.97
1562,Robert Lyons,VA,55.94
1563,Robert McCrea',VA,316.86
1564,Robert Miles,SC,25.95
1565,Robert Mitchell,VA,345.93
1566,Robert Moseley,VA,42.2
1567,Robert Nicolson,VA,355.52
1568,Robert Parker,VA,307.77
1569,Robert Pattenger,MD,901.32
1570,Robert Pillans,SC,74.38
1571,Robert Reddick,NC,22.95
1572,Robert Robinson,RI,914.13
1573,Robert Ross Waddell,GA,433.7764
1574,Robert S,PA,1160.83
1575,Robert Stanton,RI,12.83
1576,Robert Stevens,RI,924.18
1577,Robert Stuart,VA,2275.5
1578,Robert Taylor,RI,761.77
1579,Robert Waln,PA,1908.75
1580,Robert Warren,VA,293.33
1581,Robert Wasson,CT,632.8
1582,Roger Gibson,CT,31.23
1583,Roger Newberry,CT,106.85
1584,Roger Smith,SC,196.49
1585,Roswell Hull,CT,26.57
1586,Roswell Stearns,CT,4.62
1587,Rowland Robinson,RI,28.0
1588,Rufus Hopkins,RI,3461.5
1589,Rufus Lathrop,CT,17.26
1590,Rufus Smith,RI,30.92
1591,Rufus Spencer,RI,232.91
1592,Rufus Waterman,RI,333.79
1593,Ruth Hopkins,RI,1031.26
1594,Ruth Vial,RI,33.64
1595,Sabina Elliott,SC,268.74
1596,Samuel Abby,CT,75.44
1597,Samuel Allen Otis,SC,214.99
1598,Samuel Athenton Transfer,RI,300.0
1599,Samuel Atherton,RI,620.87
1600,Samuel Beekman,SC,7896.34
1601,Samuel Black transfer from Register,RI,161.49
1602,Samuel Blodgett,NH,4880.32
1603,Samuel Bowerman,CT,81.07
1604,Samuel Butler,CT,11591.28
1605,Samuel Clarke,RI,12.83
1606,Samuel Dana,NH,101.49
1607,Samuel Dickenson,NC,26.4
1608,Samuel Downey,PA,321.55
1609,Samuel Eddy,RI,547.83
1610,Samuel Eddy transfer from register,RI,79.26
1611,Samuel Fitch,CT,30.42
1612,Samuel Fowler,RI,86.74
1613,Samuel Frary,CT,400.0
1614,Samuel Freebody,RI,108.0
1615,Samuel Godfrey,RI,144.68
1616,Samuel Hairston,VA,334.46
1617,Samuel Hutton,CT,159.92
1618,Samuel Jackosn,PA,1699.88
1619,Samuel Jones,SC,221.86
1620,Samuel Lancaster,VA,66.47
1621,Samuel Lawrence,GA,50.236065999999994
1622,Samuel Legare,SC,1185.33
1623,Samuel Love,VA,72.05
1624,Samuel Mars,VA,15.0
1625,Samuel Maverick,SC,20.0
1626,Samuel Miles,PA,4715.71
1627,Samuel Miller,SC,200.21
1628,Samuel Myers,VA,1385.22
1629,Samuel Nightingale,RI,1049.62
1630,Samuel Nightingale transfer from Treasury,RI,260.66
1631,Samuel Nott,CT,76.2
1632,Samuel Olcott,CT,773.09
1633,Samuel Paxton,SC,69.03
1634,Samuel Penfield,CT,133.05
1635,Samuel Potter,RI,30.89
1636,Samuel Prioleau,SC,6122.44
1637,Samuel Robbins,PA,237.46
1638,Samuel S,PA,467.98
1639,Samuel Sampson',RI,84.43
1640,Samuel Sandford,RI,1802.69
1641,Samuel Slack,RI,140.71
1642,Samuel Sterrett,GA,30.998565999999997
1643,Samuel Stirk,SC,170.14
1644,Samuel Stirrett,SC,424.99
1645,Samuel Tanner,RI,116.4
1646,Samuel Tracey,CT,91.13
1647,Samuel Turbett,PA,158.0
1648,Samuel Vernon,RI,2968.82
1649,Samuel Vernon II,RI,3275.44
1650,Samuel Vernon transfer from register,RI,1195.91
1651,Samuel W Allyn,CT,208.23
1652,Samuel Wheat,CT,39.4
1653,Samuel Wilcox,SC,333.08
1654,Samuel Winsor,RI,80.0
1655,Samuel Wyatt,RI,7849.71
1656,Samuel Young,RI,6.4
1657,Sanders Pitman,RI,300.0
1658,Sarah Almy,RI,64.05
1659,Sarah Blewer,PA,3656.58
1660,Sarah Bostle,PA,313.03
1661,Sarah Bradfeid,RI,266.77
1662,Sarah Clark,NH,646.82
1663,Sarah Everly,PA,52.13
1664,Sarah Hall,RI,37.9
1665,Sarah Hand,PA,800.79
1666,Sarah Perkins,PA,252.74
1667,Sarah Raymond,CT,163.18
1668,Sarah Rogett,CT,23.16
1669,Sarah Taylor,VA,177.14
1670,Sarah Ward Transferred from the Register,RI,229.52
1671,Sarah Ward transferred from Register,RI,34.95
1672,Saybrook 1st Society,CT,289.26
1673,Schenk',VA,107.02
1674,Seth Dunham,CT,300.0
1675,Seth Grosvenor,CT,134.64
1676,Seth Johnson,SC,4705.6531319999995
1677,Seth Pierce,CT,13.72
1678,Seth Wetmore,CT,157.02
1679,Silas Chapman,CT,1508.58
1680,Silas Engles,PA,5.0
1681,Silas Williams,RI,237.17
1682,Simeon Baldwin,CT,674.89
1683,Simeon Jocelin,CT,30.5
1684,Simeon Martin,RI,961.24
1685,Simeon Perry,RI,77.65
1686,Simeon Theus,SC,364.0
1687,Simon Luttrell mpany,VA,6606.91
1688,Simon Newton,RI,122.4
1689,Simon Turner,NC,110.86
1690,Simon Van Antioch,NY,115.35
1691,Simon Ward,NH,85.86
1692,Simon Wiggin,NH,596.19
1693,Simon Willard,CT,248.49
1694,Sittzbury Scott,VA,210.0
1695,Solomon Lyons,PA,17814.43
1696,Solomon Peck,RI,12.49
1697,Solomon Shepherd,VA,1017.25
1698,Solomon Simson,CT,429.65
1699,Sophia Bender,PA,151.51
1700,Squier Cady,CT,785.7
1701,Standish Forde,PA,1664.87
1702,State of Connecticut,CT,619121.0
1703,Stephen Ayrault,RI,50.8
1704,Stephen Chase,NH,850.64
1705,Stephen Davis Administrator No 11757,RI,18.49
1706,Stephen Davis Administrator No 11761,RI,284.79
1707,Stephen Dexter,RI,198.01
1708,Stephen Foot,CT,75.65
1709,Stephen Freeman,VA,234.16
1710,Stephen Girard,PA,40.77
1711,Stephen Holt,CT,18.64
1712,Stephen Jenckes,RI,38.49
1713,Stephen Lawrence,GA,44.236965999999995
1714,Stephen Lee,SC,103.53
1715,Stephen Lockwood,CT,364.49
1716,Stephen Martin,PA,1548.94
1717,Stephen Newton Chiswell,MD,240.0
1718,Stephen R Bradley,CT,2714.74
1719,Stephen Smith,RI,707.31
1720,Stephen Tallmadge,CT,37.77
1721,Stephen Tillinghast transferred from treasury,RI,200.0
1722,Stephen Van Renselear,NY,2005.34
1723,Stephen Waters,RI,417.13
1724,Stewart Plunkett,MD,2260.07
1725,Stith Hardyman,VA,22.07
1726,Sundry Account,VA,20328.67
1727,Susan Livingston,PA,764.95
1728,Susanah Hamlin,CT,194.59
1729,Susanna Atkinson,NH,7686.88
1730,Susanna Butler,PA,331.26
1731,Susanna Evans,PA,393.39
1732,Susanna Livingstone,MD,750.0
1733,Susannah Cox,SC,100.0
1734,Susannah Shepard,PA,319.1
1735,Susannah Wardill,NY,2939.63
1736,Sutton Gudgeon,MD,215.66
1737,Sylvester Gilbert,CT,821.16
1738,Temperance Manley,RI,886.29
1739,Thaddeus Hoyt,CT,140.64
1740,Thankful Winchell,CT,225.72
1741,The Estate of General Otto H Williams,MD,1479.68
1742,The Heirs of George Guerin,SC,1517.08
1743,The President of William',VA,506.8
1744,The President of the Senate mpany,VA,945.0
1745,The State of Georgia,GA,254.88
1746,The State of South Carolina,SC,1205978.0
1747,The Trustees of Frederick County,MD,1182.91
1748,The Trustees of St Stephens Parish,VA,155.43
1749,Theo V W  Graham,NY,505.17
1750,Theodore Gaillard,SC,77.54
1751,Theodosia Woolsey,CT,1000.0
1752,Theodosius Fowler in Co,RI,2801.81
1753,Thephilus Hunter,NC,37.14
1754,Thomas Affleck,PA,2341.17
1755,Thomas Aldrich,RI,30.1
1756,Thomas Amory,NH,143.89
1757,Thomas Arnold,RI,51.55
1758,Thomas Bennet,SC,59.85
1759,Thomas Biddle,PA,454.06
1760,Thomas Blount,NC,382.09
1761,Thomas Brattle,CT,31.46
1762,Thomas Browne,RI,148.63
1763,Thomas Buckle,SC,287.62
1764,Thomas Bull,PA,279.2
1765,Thomas Bumstead,RI,404.61
1766,Thomas C Deye,MD,346.67
1767,Thomas Casey,RI,616.41
1768,Thomas Chester,CT,187.29
1769,Thomas Chrystee,VA,3238.75
1770,Thomas Church,RI,4669.21
1771,Thomas Cochran,VA,34.69
1772,Thomas Coggeshall,RI,58.66
1773,Thomas Cogswell,NH,2950.0
1774,Thomas Corbett,SC,916.47
1775,Thomas Daughty,SC,75.77
1776,Thomas Denton,PA,219.04
1777,Thomas Dickason,PA,5714.18
1778,Thomas Edward Sumner,NC,892.66
1779,Thomas Freebody,RI,239.81
1780,Thomas Fry,RI,97.65
1781,Thomas Garnett,VA,356.81
1782,Thomas Gibbons,GA,30.6843
1783,Thomas Gorton,RI,11.51
1784,Thomas Greene,RI,310.47
1785,Thomas Greene s,RI,6.43
1786,Thomas H  McCalla,SC,176.68
1787,Thomas Hope,MD,81.31
1788,Thomas Keith,VA,500.0
1789,Thomas Keltand,PA,464.02
1790,Thomas L,PA,34170.31
1791,Thomas Lea,SC,225.0
1792,Thomas Lehre,SC,37.44
1793,Thomas Liston,PA,1861.53
1794,Thomas Logwood,VA,125.0
1795,Thomas M,PA,22726.9
1796,Thomas Marriott,MD,729.51
1797,Thomas McEuen,NY,7645.89
1798,Thomas Mitchell,SC,501.28
1799,Thomas Montgomerie,VA,1600.0
1800,Thomas Munroe,MD,59.89
1801,Thomas Newson,CT,213.45
1802,Thomas Noble Stockell,MD,40.31
1803,Thomas Noyes,RI,263.4
1804,Thomas O Elliott,SC,57.9
1805,Thomas Ogier,SC,153.89
1806,Thomas Palmer,RI,1048.07
1807,Thomas Paul,PA,150.45
1808,Thomas Pinckney,SC,578.07
1809,Thomas Pleasants,VA,759.39
1810,Thomas Potter,RI,26.77
1811,Thomas Prosser,VA,998.61
1812,Thomas Randall,NY,1201.49
1813,Thomas Ringgold,MD,70.83
1814,Thomas Rodeliffe,SC,272.15
1815,Thomas Ross,GA,689.884532
1816,Thomas Rumreil,RI,272.6
1817,Thomas Sabin,RI,328.67
1818,Thomas Service,NY,6658.07
1819,Thomas Shore,VA,4417.69
1820,Thomas Shubrick,SC,2954.58
1821,Thomas Smart,RI,21.42
1822,Thomas Smith,SC,10508.9
1823,Thomas Stephens,NH,300.0
1824,Thomas Taylor,SC,658.05
1825,Thomas Tillinghast,RI,83.0
1826,Thomas Tillston,NY,1560.0
1827,Thomas Turner,SC,2744.52
1828,Thomas Vailes,CT,22.42
1829,Thomas Young,SC,82.2
1830,Thorton Taylor,VA,100.0
1831,Timothy Burr,CT,79.87
1832,Timothy Mix,CT,365.0
1833,Timothy Peckham,CT,90.55
1834,Timothy Porter,CT,63.54
1835,Timothy Starkey,CT,1069.6
1836,Timothy Wathers,NH,203.84
1837,Titus Salter,NH,282.82
1838,Titus Street,CT,275.96
1839,Tobias Saunders,RI,17.18
1840,Tristiam Bowdle,MD,435.7
1841,Trustees of 2nd R Church,PA,3372.76
1842,Trustees of Washington Parish,VA,963.28
1843,Trustees of the Presbyterian Church,PA,1538.63
1844,Tryphena Steer,RI,26.82
1845,Tucker Harris,SC,484.06
1846,Turpin Smith,RI,44.56
1847,Upton Scott,MD,1789.03
1848,Valentine Marter,MD,49.99
1849,Valentine Swartz,MD,4177.34
1850,Viard Granie,SC,41.16
1851,Vos',SC,225.0
1852,Wadsworth',SC,20.01
1853,Walker Tomlin N B Barnes,VA,1241.73
1854,Wallce',MD,38624.9
1855,Waller Harris,VA,448.36
1856,Walter Channing,RI,2711.7
1857,Walter Cornell,RI,35.67
1858,Walter Easton,RI,116.24
1859,Walter Hellen,MD,110.04
1860,Walter S,PA,565.3
1861,Walter S Chandler,MD,8466.63
1862,Walter W Heyer,NY,161.0
1863,Ward Clark Dean,NH,269.99
1864,Warrant for transfering into the books of this office Vizt,RI,2000.0
1865,Welcome Arnold,CT,19665.2
1866,Welcome Arnold Transfer from the Office at Connecticut,RI,196.4
1867,Wharton',PA,5027.16
1868,Wiiliam French,PA,112.24
1869,Willard Eddy No 11753,RI,17.05
1870,William Allen,RI,6134.87
1871,William Arnold,RI,1450.49
1872,William Axson,SC,65.89
1873,William Barkedale,VA,1209.48
1874,William Barnard,CT,23.72
1875,William Barton,RI,4016.16
1876,William Battey,RI,3048.52
1877,William Beaven,PA,297.07
1878,William Bigger,VA,83.99
1879,William Billings,RI,200.87
1880,William Bliss,RI,900.0
1881,William Boyce',VA,237.71
1882,William Boyd,NC,190.86
1883,William Boyer,VA,247.66
1884,William Brandon,NC,6.0
1885,William Cabell,VA,209.79
1886,William Cleland,PA,24498.78
1887,William Coit,CT,1530.67
1888,William Constable,NY,735.36
1889,William Cooke,MD,2540.0
1890,William Cramond,PA,4382.25
1891,William Crapon,RI,51.26
1892,William Crittenden,VA,1185.83
1893,William Croghan,VA,3583.2
1894,William Crooke,RI,678.42
1895,William Cuttino,SC,24.55
1896,William Dandridge,VA,6571.0
1897,William Davis,RI,157.35
1898,William Dovill,VA,50.87
1899,William Drinker,PA,1970.76
1900,William Duncan,NH,190.61
1901,William Earle,RI,1449.93
1902,William Edmonds,VA,23.53
1903,William Ewing,GA,36.3918
1904,William Fenwick,VA,1483.0
1905,William Fleming,VA,246.5
1906,William Fripp,SC,376.34
1907,William Galt,VA,1357.57
1908,William Gowdey,SC,25.73
1909,William Greene,RI,23.27
1910,William Greenwood,SC,2752.08
1911,William Ham,NH,84.58
1912,William Hasell Gibbes,SC,99.99
1913,William Haxall,VA,1072.37
1914,William Hendle,PA,120.77
1915,William Heriot,SC,300.0
1916,William Hindman,MD,700.0
1917,William Hodgson,MD,365.9
1918,William Hollingsworth,MD,5000.0
1919,William Holroyd,RI,493.73
1920,William Horner,VA,17.21
1921,William Hort,SC,476.09
1922,William Hunter,GA,9.46726
1923,William Ives,GA,31.602365999999996
1924,William Johnson,SC,2135.22
1925,William Joseph',CT,181.07
1926,William Kidd,PA,3202.65
1927,William Langley,RI,798.32
1928,William Larned,RI,213.66
1929,William Larned transfer from Register,RI,218.0
1930,William Leffingwell,CT,1229.7
1931,William Littlejohn,NC,264.0
1932,William Lodge,MD,121.88
1933,William Loving,VA,281.73
1934,William Lynch,PA,1565.69
1935,William Mackenzie,PA,1974.49
1936,William Marbury,MD,78542.33
1937,William Mason,SC,1537.37
1938,William McClelland,PA,56.18
1939,William McClure,NC,3012.55
1940,William McCurdy,PA,2040.33
1941,William McHvaine,PA,4707.15
1942,William Montgomery Sterrett,PA,2643.25
1943,William Morton,VA,51.58
1944,William N Rhodes,RI,38.35
1945,William Nevill Thomas,SC,427.41
1946,William Nowell,VA,2414.36
1947,William Perry,RI,79.05
1948,William Potter,RI,491.55
1949,William Rannals,PA,652.56
1950,William Read,SC,4465.92
1951,William Rhodes,RI,452.26
1952,William Satchell,VA,141.11
1953,William Scott,SC,369.86
1954,William Somarsall,SC,6337.54
1955,William Somerville,VA,1223.72
1956,William Soule,RI,177.34
1957,William Sprague,RI,392.49
1958,William Steele,NC,121.46
1959,William Stein,PA,1035.25
1960,William Strother,VA,64.53
1961,William Stuart,VA,478.76
1962,William Taliaferro,VA,302.0
1963,William Vernon,RI,1115.59
1964,William Vernon transferred from the Register of treasury,RI,3595.35
1965,William Wall,RI,197.65
1966,William Washington,SC,7767.81
1967,William Waterman,RI,404.3
1968,William Wheaten,RI,7.5
1969,William Whetcroft,MD,119.75
1970,William Whitlock,VA,393.44
1971,William Wiatt,VA,122.0
1972,William Wilbur,RI,55.53
1973,William Wilkinson,RI,1073.33
1974,William Wilsm,MD,2203.2
1975,William Wischam,VA,600.0
1976,William Wistar,PA,8441.31
1977,William Wyer,NH,771.63
1978,Williams Thayer,SC,1092.32
1979,Willing Morris',PA,2833.16
1980,Withers Smith,VA,123.58
1981,Wright Southgate,VA,1819.78
1982,Zachariah Allen,RI,18377.27
1983,Zachariah Duvall,MD,32.49
1984,Zachariah McDonald,MD,76.0
1985,Zealor E  Fisher,MD,237.57
1986,Zebulon Crocker,CT,40.44
1987,Zebulon Waterman,CT,306.61
1988,Zephaniah Andrews,RI,1728.74
1989,Zephaniah Brown,RI,2415.08
1990,Zephaniah Davis,CT,77.2
1991,Zuriel Waterman,RI,10.95
